PCP_Specific Surface Area (BET)_value,PCP_Total Pore Volume_value,PCP_Micropore Volume_value,PCP_Micropore Specific Surface Area_value,PCP_Mesopore Volume_value,PCP_Average Pore Diameter_value,PCP_Degree of Graphitization (Raman ID_IG)_value,PCP_Interlayer Spacing (XRD d002)_value,PCP_Element Content_C_value,PCP_Element Content_N_value,PCP_Element Content_O_value,PCP_Element Content_H_value,PCP_Element Content_S_value,Electrochem_Specific Capacitance_condition_value,Electrochem_Specific Capacitance_value,Electrochem_Cycle Stability_Cycle Number_value,Electrochem_Cycle Stability_Capacity Retention_value,Electrochem_Energy Density_value,Electrochem_Power Density_value,Electrochem_Voltage Window_value_min,Electrochem_Voltage Window_value_max,Electrochem_ESR_value,Electrochem_Rct_value,Preparation_Carbonization Temperature_value,doi
1014.0,,,,,3.05,0.854,,,,,,,,222.0,,,,,-0.95,0.05,,0.43,700.0,10.1016_j.electacta.2019.135588_extracted_structured
1610.0,,,,,5.97,0.924,,,,,,,1.0,332.0,,,,,-0.95,0.05,,0.76,700.0,10.1016_j.electacta.2019.135588_extracted_structured
1610.0,,,,,5.97,0.924,,,,,,,,222.0,,,,,-0.95,0.05,,0.76,700.0,10.1016_j.electacta.2019.135588_extracted_structured
1610.0,,,,,5.97,0.924,,,,,,,1.0,350.0,,,,,-0.95,0.05,,0.76,700.0,10.1016_j.electacta.2019.135588_extracted_structured
9.9185,0.034303,,,,,0.86,,78.68,,13.11,,,,,,,,,0.0,1.0,,,,10.1016_j.diamond.2021.108767_extracted_structured
453.0945,0.23453,,,,,0.84,,72.26,6.67,20.97,,,1.0,198.0,,,,,0.0,1.0,,,,10.1016_j.diamond.2021.108767_extracted_structured
453.0945,0.23453,,,,,0.84,,72.26,6.67,20.97,,,2.0,170.0,,,,,0.0,1.0,,,,10.1016_j.diamond.2021.108767_extracted_structured
453.0945,0.23453,,,,,0.84,,72.26,6.67,20.97,,,3.0,148.0,,,,,0.0,1.0,,,,10.1016_j.diamond.2021.108767_extracted_structured
453.0945,0.23453,,,,,0.84,,72.26,6.67,20.97,,,4.0,133.0,,,,,0.0,1.0,,,,10.1016_j.diamond.2021.108767_extracted_structured
453.0945,0.23453,,,,,0.84,,72.26,6.67,20.97,,,5.0,120.0,,,,,0.0,1.0,,,,10.1016_j.diamond.2021.108767_extracted_structured
453.0945,0.23453,,,,,0.84,,72.26,6.67,20.97,,,10.0,111.0,,,,,0.0,1.0,,,,10.1016_j.diamond.2021.108767_extracted_structured
570.5422,0.324941,,,,,0.83,,77.9,7.24,14.12,,0.96,1.0,246.0,3000.0,96.74,,,0.0,1.0,,,600.0,10.1016_j.diamond.2021.108767_extracted_structured
570.5422,0.324941,,,,,0.83,,77.9,7.24,14.12,,0.96,2.0,218.0,3000.0,96.74,,,0.0,1.0,,,600.0,10.1016_j.diamond.2021.108767_extracted_structured
570.5422,0.324941,,,,,0.83,,77.9,7.24,14.12,,0.96,3.0,195.0,3000.0,96.74,,,0.0,1.0,,,600.0,10.1016_j.diamond.2021.108767_extracted_structured
570.5422,0.324941,,,,,0.83,,77.9,7.24,14.12,,0.96,4.0,174.0,3000.0,96.74,,,0.0,1.0,,,600.0,10.1016_j.diamond.2021.108767_extracted_structured
570.5422,0.324941,,,,,0.83,,77.9,7.24,14.12,,0.96,5.0,159.0,3000.0,96.74,,,0.0,1.0,,,600.0,10.1016_j.diamond.2021.108767_extracted_structured
570.5422,0.324941,,,,,0.83,,77.9,7.24,14.12,,0.96,10.0,140.0,3000.0,96.74,,,0.0,1.0,,,600.0,10.1016_j.diamond.2021.108767_extracted_structured
831.0,,,,,,,,,,,,,5.0,150.0,,,4.0,1350.0,0.0,1.0,1.4,1.5,,10.1016_j.carbon.2017.10.043_extracted_structured
831.0,,,,,,,,,,,,,1.0,129.0,,,4.0,1350.0,0.0,1.0,1.4,1.5,,10.1016_j.carbon.2017.10.043_extracted_structured
831.0,,,,,,,,,,,,,8.0,96.0,,,4.0,1350.0,0.0,1.0,1.4,1.5,,10.1016_j.carbon.2017.10.043_extracted_structured
350.0,0.35,,,,,,,,,,,,1.0,107.3,,,,,-1.0,0.0,,,900.0,10.1016_j.micromeso.2019.109960_extracted_structured
350.0,0.35,,,,,,,,,,,,0.1,112.8,,,,,-1.0,0.0,,,900.0,10.1016_j.micromeso.2019.109960_extracted_structured
350.0,0.35,,,,,,,,,,,,10.0,17.6,,,,,-1.0,0.0,,,900.0,10.1016_j.micromeso.2019.109960_extracted_structured
,,,,,,,,,,,,,0.1,136.6,,,,,-1.0,0.0,,,900.0,10.1016_j.micromeso.2019.109960_extracted_structured
,,,,,,,,,,,,,10.0,28.0,,,,,-1.0,0.0,,,900.0,10.1016_j.micromeso.2019.109960_extracted_structured
,,,,,,,,,,,,,0.1,141.2,,,,,-1.0,0.0,,,900.0,10.1016_j.micromeso.2019.109960_extracted_structured
,,,,,,,,,,,,,10.0,19.8,,,,,-1.0,0.0,,,900.0,10.1016_j.micromeso.2019.109960_extracted_structured
635.0,1.43,,,,,,,,,,,,1.0,178.8,1000.0,96.0,,,-1.0,0.0,,,900.0,10.1016_j.micromeso.2019.109960_extracted_structured
635.0,1.43,,,,,,,,,,,,0.1,200.2,1000.0,96.0,,,-1.0,0.0,,,900.0,10.1016_j.micromeso.2019.109960_extracted_structured
635.0,1.43,,,,,,,,,,,,10.0,120.9,1000.0,96.0,,,-1.0,0.0,,,900.0,10.1016_j.micromeso.2019.109960_extracted_structured
635.0,1.43,,,,,,,,,,,,1.4,,1000.0,96.0,,,-1.0,0.0,,,900.0,10.1016_j.micromeso.2019.109960_extracted_structured
635.0,1.43,,,,,,,,,,,,0.1,,1000.0,96.0,,,-1.0,0.0,,,900.0,10.1016_j.micromeso.2019.109960_extracted_structured
407.0,0.54,,,,,,,,,,,,0.1,200.2,,,,,-1.0,0.0,,,900.0,10.1016_j.micromeso.2019.109960_extracted_structured
407.0,0.54,,,,,,,,,,,,10.0,,,,,,-1.0,0.0,,,900.0,10.1016_j.micromeso.2019.109960_extracted_structured
636.0,1.63,,,,,,,,,,,,0.1,,,,,,-1.0,0.0,,,900.0,10.1016_j.micromeso.2019.109960_extracted_structured
636.0,1.63,,,,,,,,,,,,10.0,,,,,,-1.0,0.0,,,900.0,10.1016_j.micromeso.2019.109960_extracted_structured
,,,,,,,,,,,,,0.1,200.2,,,,,-1.0,0.0,0.89,,900.0,10.1016_j.micromeso.2019.109960_extracted_structured
,,,,,,,,,,,,,10.0,147.9,,,,,-1.0,0.0,0.89,,900.0,10.1016_j.micromeso.2019.109960_extracted_structured
,,,,,,,,,,,,,1.4,,,,,,-1.0,0.0,0.89,,900.0,10.1016_j.micromeso.2019.109960_extracted_structured
,,,,,,,,,,,,,0.1,,,,,,-1.0,0.0,,,900.0,10.1016_j.micromeso.2019.109960_extracted_structured
,,,,,,,,,,,,,10.0,,,,,,-1.0,0.0,,,900.0,10.1016_j.micromeso.2019.109960_extracted_structured
,,,,,,,,,,,,,0.1,,,,,,-1.0,0.0,,,900.0,10.1016_j.micromeso.2019.109960_extracted_structured
755.0,0.61,0.268,,,2.88,0.923,,,,,,,,34.0,,,,,,,5.12,,950.0,10.1016_j.jclepro.2022.133369_extracted_structured
869.0,0.714,0.273,,,3.12,0.975,,,,,,,1.0,215.0,,,,,,,1.12,,600.0,10.1016_j.jclepro.2022.133369_extracted_structured
869.0,0.714,0.273,,,3.12,0.975,,,,,,,,135.0,,,,,,,1.12,,600.0,10.1016_j.jclepro.2022.133369_extracted_structured
1076.0,0.821,0.207,,,3.35,1.027,,,,,,,1.0,215.0,,,,,,,0.626,,600.0,10.1016_j.jclepro.2022.133369_extracted_structured
1076.0,0.821,0.207,,,3.35,1.027,,,,,,,,135.0,,,,,,,0.626,,600.0,10.1016_j.jclepro.2022.133369_extracted_structured
905.0,0.75,0.277,,,3.16,0.984,,,,,,,1.0,215.0,,,,,,,0.797,,600.0,10.1016_j.jclepro.2022.133369_extracted_structured
905.0,0.75,0.277,,,3.16,0.984,,,,,,,,135.0,,,,,,,0.797,,600.0,10.1016_j.jclepro.2022.133369_extracted_structured
671.3,0.59,0.2,475.1,0.39,,,,75.68,8.71,10.74,,,0.5,292.0,,,,,0.0,1.0,0.66,,750.0,10.1016_j.est.2024.111514_extracted_structured
671.3,0.59,0.2,475.1,0.39,,,,75.68,8.71,10.74,,,,232.0,,,,,0.0,1.0,0.66,,750.0,10.1016_j.est.2024.111514_extracted_structured
766.5,0.6,0.24,572.9,0.36,,,,74.54,7.27,11.55,,,0.5,341.5,10000.0,95.0,,459.0,0.0,1.0,0.62,0.62,850.0,10.1016_j.est.2024.111514_extracted_structured
766.5,0.6,0.24,572.9,0.36,,,,74.54,7.27,11.55,,,,270.3,10000.0,95.0,,459.0,0.0,1.0,0.62,0.62,850.0,10.1016_j.est.2024.111514_extracted_structured
766.5,0.6,0.24,572.9,0.36,,,,74.54,7.27,11.55,,,0.2,218.8,10000.0,95.0,,459.0,0.0,1.0,0.62,0.62,850.0,10.1016_j.est.2024.111514_extracted_structured
766.5,0.6,0.24,572.9,0.36,,,,74.54,7.27,11.55,,,0.5,280.0,10000.0,95.0,,459.0,0.0,1.0,0.62,0.62,850.0,10.1016_j.est.2024.111514_extracted_structured
605.2,0.51,0.21,500.3,0.3,,,,71.62,7.65,12.25,,,0.5,256.7,,,,,0.0,1.0,0.72,,950.0,10.1016_j.est.2024.111514_extracted_structured
605.2,0.51,0.21,500.3,0.3,,,,71.62,7.65,12.25,,,,206.3,,,,,0.0,1.0,0.72,,950.0,10.1016_j.est.2024.111514_extracted_structured
16.0,0.01,,5.0,0.01,,,,81.96,3.59,14.45,,,0.5,9.8,,,,,0.0,1.0,1.45,,850.0,10.1016_j.est.2024.111514_extracted_structured
,,,,,,,,,,,,,,,,,,,0.0,0.5,,,600.0,10.1016_j.est.2025.116267_extracted_structured
,,,,,,,,,,,,,,,,,,,0.0,0.5,,,600.0,10.1016_j.est.2025.116267_extracted_structured
,,,,,,,,,,,,,,,,,,,0.0,0.5,,,600.0,10.1016_j.est.2025.116267_extracted_structured
,,,,,,,,,,,,,,,,,,,0.0,0.5,,,600.0,10.1016_j.est.2025.116267_extracted_structured
1852.0,,,,,,,,,,,,,0.5,289.0,20000.0,100.0,,,0.0,0.5,,,600.0,10.1016_j.est.2025.116267_extracted_structured
1852.0,,,,,,,,,,,,,1.0,261.0,20000.0,100.0,,,0.0,0.5,,,600.0,10.1016_j.est.2025.116267_extracted_structured
1852.0,,,,,,,,,,,,,1.0,240.4,20000.0,100.0,,,0.0,0.5,,,600.0,10.1016_j.est.2025.116267_extracted_structured
1852.0,,,,,,,,,,,,,1.0,,1000.0,84.6,,,0.0,1.5,,,600.0,10.1016_j.est.2025.116267_extracted_structured
1852.0,,,,,,,,,,,,,15.0,,1000.0,84.6,,,0.0,1.5,,,600.0,10.1016_j.est.2025.116267_extracted_structured
1852.0,,,,,,,,,,,,,,,1000.0,91.83,,,,,,,600.0,10.1016_j.est.2025.116267_extracted_structured
,,,,,,,,,,,,,,,,,,,0.0,0.5,,,600.0,10.1016_j.est.2025.116267_extracted_structured
,,,,,,,,,,,,,,,,,,,0.0,0.5,,,,10.1016_j.est.2025.116267_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,,10.1016_j.est.2025.116267_extracted_structured
1568.81,,,,,,1.01,,,0.19,,,,0.5,212.8,,,,,-1.0,0.0,,,800.0,10.1016_j.jaap.2024.106814_extracted_structured
,,,,,,1.0,,,,,,,,,,,,,-1.0,0.0,,,800.0,10.1016_j.jaap.2024.106814_extracted_structured
2231.41,,,,,,1.05,,,1.75,,,,0.5,388.2,10000.0,100.0,59.31,8753.7,-1.0,0.0,0.77,0.22,800.0,10.1016_j.jaap.2024.106814_extracted_structured
2231.41,,,,,,1.05,,,1.75,,,,10.0,294.0,10000.0,100.0,59.31,8753.7,-1.0,0.0,0.77,0.22,800.0,10.1016_j.jaap.2024.106814_extracted_structured
,,,,,,1.03,,,,,,,,,,,,,-1.0,0.0,,,800.0,10.1016_j.jaap.2024.106814_extracted_structured
111.0,0.12,,,,4.45,,,,,,,,0.78,54.97,,,,,,,,,600.0,10.1016_j.renene.2020.09.135_extracted_structured
111.0,0.12,,,,4.45,,,,,,,,1.31,42.39,,,,,,,,,600.0,10.1016_j.renene.2020.09.135_extracted_structured
111.0,0.12,,,,4.45,,,,,,,,1.84,34.98,,,,,,,,,600.0,10.1016_j.renene.2020.09.135_extracted_structured
111.0,0.12,,,,4.45,,,,,,,,2.36,29.82,,,,,,,,,600.0,10.1016_j.renene.2020.09.135_extracted_structured
111.0,0.12,,,,4.45,,,,,,,,2.89,22.22,,,,,,,,,600.0,10.1016_j.renene.2020.09.135_extracted_structured
309.0,0.22,,,,2.89,,,,,,,,0.78,78.94,,,,,,,,,700.0,10.1016_j.renene.2020.09.135_extracted_structured
309.0,0.22,,,,2.89,,,,,,,,1.31,60.76,,,,,,,,,700.0,10.1016_j.renene.2020.09.135_extracted_structured
309.0,0.22,,,,2.89,,,,,,,,1.84,59.87,,,,,,,,,700.0,10.1016_j.renene.2020.09.135_extracted_structured
309.0,0.22,,,,2.89,,,,,,,,2.36,57.28,,,,,,,,,700.0,10.1016_j.renene.2020.09.135_extracted_structured
309.0,0.22,,,,2.89,,,,,,,,2.89,54.58,,,,,,,,,700.0,10.1016_j.renene.2020.09.135_extracted_structured
781.0,0.55,,,,2.8,1.33,,,,,,,0.78,292.64,,,,,,,,,800.0,10.1016_j.renene.2020.09.135_extracted_structured
781.0,0.55,,,,2.8,1.33,,,,,,,1.31,270.86,,,,,,,,,800.0,10.1016_j.renene.2020.09.135_extracted_structured
781.0,0.55,,,,2.8,1.33,,,,,,,1.84,257.97,,,,,,,,,800.0,10.1016_j.renene.2020.09.135_extracted_structured
781.0,0.55,,,,2.8,1.33,,,,,,,2.36,239.81,,,,,,,,,800.0,10.1016_j.renene.2020.09.135_extracted_structured
781.0,0.55,,,,2.8,1.33,,,,,,,2.89,237.62,,,,,,,,,800.0,10.1016_j.renene.2020.09.135_extracted_structured
713.0,0.35,,,,2.26,,,,,,,,0.78,,,,,,,,,,800.0,10.1016_j.renene.2020.09.135_extracted_structured
713.0,0.35,,,,2.26,,,,,,,,1.31,,,,,,,,,,800.0,10.1016_j.renene.2020.09.135_extracted_structured
713.0,0.35,,,,2.26,,,,,,,,1.84,527.04,,,,,,,,,800.0,10.1016_j.renene.2020.09.135_extracted_structured
713.0,0.35,,,,2.26,,,,,,,,2.36,512.0,,,,,,,,,800.0,10.1016_j.renene.2020.09.135_extracted_structured
713.0,0.35,,,,2.26,,,,,,,,2.89,502.02,,,,,,,,,800.0,10.1016_j.renene.2020.09.135_extracted_structured
36.5,0.29,,,,,,,,,,,,0.78,407.16,,,,,,,,,,10.1016_j.renene.2020.09.135_extracted_structured
36.5,0.29,,,,,,,,,,,,1.31,399.55,,,,,,,,,,10.1016_j.renene.2020.09.135_extracted_structured
36.5,0.29,,,,,,,,,,,,1.84,310.96,,,,,,,,,,10.1016_j.renene.2020.09.135_extracted_structured
36.5,0.29,,,,,,,,,,,,2.36,295.0,,,,,,,,,,10.1016_j.renene.2020.09.135_extracted_structured
36.5,0.29,,,,,,,,,,,,2.89,283.2,,,,,,,,,,10.1016_j.renene.2020.09.135_extracted_structured
316.0,0.21,,,,2.59,,,,,,,,0.78,,1000.0,88.0,,,,,,,800.0,10.1016_j.renene.2020.09.135_extracted_structured
316.0,0.21,,,,2.59,,,,,,,,1.31,,1000.0,88.0,,,,,,,800.0,10.1016_j.renene.2020.09.135_extracted_structured
316.0,0.21,,,,2.59,,,,,,,,1.84,,1000.0,88.0,,,,,,,800.0,10.1016_j.renene.2020.09.135_extracted_structured
316.0,0.21,,,,2.59,,,,,,,,2.36,,1000.0,88.0,,,,,,,800.0,10.1016_j.renene.2020.09.135_extracted_structured
316.0,0.21,,,,2.59,,,,,,,,2.89,,1000.0,88.0,,,,,,,800.0,10.1016_j.renene.2020.09.135_extracted_structured
1128.0,0.48,0.4,,0.07,4.75,,,81.9,2.15,15.36,,,0.5,291.0,,,,,0.0,0.0,,,700.0,10.1016_j.diamond.2024.111368_extracted_structured
1128.0,0.48,0.4,,0.07,4.75,,,81.9,2.15,15.36,,,0.5,,,,,,0.0,0.0,,,700.0,10.1016_j.diamond.2024.111368_extracted_structured
1417.0,0.58,0.51,,0.05,4.05,,,86.78,2.73,10.49,,,,,,,,,0.0,0.0,,,700.0,10.1016_j.diamond.2024.111368_extracted_structured
1444.0,0.61,0.5,,0.09,4.19,,,85.14,2.71,11.55,,,0.5,336.0,,,,,0.0,0.0,0.1024,0.0269,700.0,10.1016_j.diamond.2024.111368_extracted_structured
1444.0,0.61,0.5,,0.09,4.19,,,85.14,2.71,11.55,,,0.5,,,,,,0.0,0.0,0.1024,0.0269,700.0,10.1016_j.diamond.2024.111368_extracted_structured
1551.0,0.65,0.58,,0.06,4.59,,,85.01,2.95,11.45,,,0.5,368.0,10000.0,94.03,,,,,0.5,0.16,700.0,10.1016_j.diamond.2024.111368_extracted_structured
1551.0,0.65,0.58,,0.06,4.59,,,85.01,2.95,11.45,,,0.5,,10000.0,94.03,,,,,0.5,0.16,700.0,10.1016_j.diamond.2024.111368_extracted_structured
1551.0,0.65,0.58,,0.06,4.59,,,85.01,2.95,11.45,,,0.25,277.0,10000.0,94.03,,,,,0.5,0.16,700.0,10.1016_j.diamond.2024.111368_extracted_structured
1551.0,0.65,0.58,,0.06,4.59,,,85.01,2.95,11.45,,,0.25,,10000.0,94.03,,,,,0.5,0.16,700.0,10.1016_j.diamond.2024.111368_extracted_structured
1551.0,0.65,0.58,,0.06,4.59,,,85.01,2.95,11.45,,,,184.0,10000.0,94.03,,,,,0.5,0.16,700.0,10.1016_j.diamond.2024.111368_extracted_structured
1551.0,0.65,0.58,,0.06,4.59,,,85.01,2.95,11.45,,,,,10000.0,94.03,,,,,0.5,0.16,700.0,10.1016_j.diamond.2024.111368_extracted_structured
1561.0,0.67,0.55,,0.08,4.62,,,87.14,2.57,9.74,,,0.5,342.0,,,,,0.0,0.0,,,700.0,10.1016_j.diamond.2024.111368_extracted_structured
1561.0,0.67,0.55,,0.08,4.62,,,87.14,2.57,9.74,,,0.5,,,,,,0.0,0.0,,,700.0,10.1016_j.diamond.2024.111368_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,800.0,10.1016_j.ccr.2020.213319_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,,10.1016_j.ccr.2020.213319_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,,10.1016_j.ccr.2020.213319_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,700.0,10.1016_j.ccr.2020.213319_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,700.0,10.1016_j.ccr.2020.213319_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,,10.1016_j.ccr.2020.213319_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,900.0,10.1016_j.ccr.2020.213319_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,,10.1016_j.ccr.2020.213319_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,800.0,10.1016_j.ccr.2020.213319_extracted_structured
460.0,0.311,0.173,,,,,,,,,,,0.1,366.4,,98.0,19.17,0.97,0.0,1.0,,,600.0,10.1016_j.jcis.2022.07.098_extracted_structured
685.0,0.436,0.245,,,,1.07,,,,,,,0.1,,,98.0,21.07,3.04,0.0,1.0,5.7,5.61,650.0,10.1016_j.jcis.2022.07.098_extracted_structured
752.0,0.556,0.176,,,,,,,,,,,0.1,,,98.0,22.17,2.06,0.0,1.0,,8.26,700.0,10.1016_j.jcis.2022.07.098_extracted_structured
969.0,0.635,0.214,,,,1.26,,,,,,,0.1,,,98.0,22.19,5.4,0.0,1.0,3.21,2.91,750.0,10.1016_j.jcis.2022.07.098_extracted_structured
746.0,0.43,0.279,,,,,,,,,,,0.1,451.8,,98.0,21.3,5.27,0.0,1.0,3.29,2.97,800.0,10.1016_j.jcis.2022.07.098_extracted_structured
1043.0,,,1043.0,,,0.91,,88.81,,11.19,,,0.5,294.0,,,,,0.0,1.0,,,700.0,10.1016_j.cej.2022.140192_extracted_structured
1121.0,,,1121.0,,,0.91,,88.9,,11.1,,,0.5,328.0,,,,,0.0,1.0,,,700.0,10.1016_j.cej.2022.140192_extracted_structured
1508.0,,,1268.0,,,0.91,,88.93,,11.07,,,0.5,344.0,10000.0,99.0,,355.17,0.2,1.8,,,700.0,10.1016_j.cej.2022.140192_extracted_structured
1508.0,,,1268.0,,,0.91,,88.93,,11.07,,,5.0,345.0,10000.0,99.0,,355.17,0.2,1.8,,,700.0,10.1016_j.cej.2022.140192_extracted_structured
,,,,,,,,,,,,,5.0,210.0,,,,,0.2,1.8,,,800.0,10.1016_j.cej.2022.140192_extracted_structured
63.0,0.1,,,,3.7,,,,,,,,0.5,,,,,,0.0,0.7,0.82,,600.0,10.1016_j.jcis.2022.10.037_extracted_structured
63.0,0.1,,,,3.7,,,,,,,,,,,,,,0.0,0.7,0.82,,600.0,10.1016_j.jcis.2022.10.037_extracted_structured
313.2,0.2,,,,3.2,1.13,,,,,,,0.5,,10000.0,82.43,76.87,14998.0,0.0,0.7,0.18,,700.0,10.1016_j.jcis.2022.10.037_extracted_structured
313.2,0.2,,,,3.2,1.13,,,,,,,,,10000.0,82.43,76.87,14998.0,0.0,0.7,0.18,,700.0,10.1016_j.jcis.2022.10.037_extracted_structured
228.0,0.1,,,,3.5,0.98,,,,,,,0.5,,,,,,0.0,0.7,0.23,,800.0,10.1016_j.jcis.2022.10.037_extracted_structured
228.0,0.1,,,,3.5,0.98,,,,,,,,,,,,,0.0,0.7,0.23,,800.0,10.1016_j.jcis.2022.10.037_extracted_structured
30.5,0.1,,,,4.3,0.96,,,,,,,0.5,,,,,,0.0,0.7,1.12,,900.0,10.1016_j.jcis.2022.10.037_extracted_structured
30.5,0.1,,,,4.3,0.96,,,,,,,,,,,,,0.0,0.7,1.12,,900.0,10.1016_j.jcis.2022.10.037_extracted_structured
110.8,0.1,,,,4.7,,,,,,,,,,,,,,0.0,0.7,0.72,,700.0,10.1016_j.jcis.2022.10.037_extracted_structured
149.4,0.1,,,,4.2,,,,,,,,,,,,,,0.0,0.7,0.62,,700.0,10.1016_j.jcis.2022.10.037_extracted_structured
186.2,0.2,,,,4.1,,,,,,,,,,,,,,0.0,0.7,0.45,,700.0,10.1016_j.jcis.2022.10.037_extracted_structured
607.0,0.52,,,,3.05,,,,,,,,,,,,,,0.0,1.0,1.42,,,10.1016_j.carbon.2019.03.036_extracted_structured
888.0,0.53,,,,3.06,,,,,,,,5.0,307.0,,,,,0.0,1.0,0.78,,600.0,10.1016_j.carbon.2019.03.036_extracted_structured
1955.0,1.35,,,,3.05,,,,,,,,5.0,307.0,,,,,0.0,1.0,1.09,,700.0,10.1016_j.carbon.2019.03.036_extracted_structured
1579.0,0.85,,,,3.05,,,,,,,,5.0,268.0,,,,,0.0,1.0,1.24,,800.0,10.1016_j.carbon.2019.03.036_extracted_structured
112.27,0.113,,,,5.38,0.96,,,,,,,0.5,,,,,,0.0,0.7,0.71,,700.0,10.1016_j.electacta.2023.143053_extracted_structured
231.89,0.165,,,,4.57,0.9,,,,,,,0.5,,10000.0,93.24,76.8,395.03,0.0,0.7,0.34,,800.0,10.1016_j.electacta.2023.143053_extracted_structured
136.94,0.136,,,,4.92,0.88,,,,,,,0.5,,,,,,0.0,0.7,0.56,,900.0,10.1016_j.electacta.2023.143053_extracted_structured
283.45,0.191,,,,4.02,,,,,,,,0.5,,,,,,0.0,0.7,0.89,,800.0,10.1016_j.electacta.2023.143053_extracted_structured
254.21,0.173,,,,4.25,,,,,,,,0.5,,,,,,0.0,0.7,1.22,,800.0,10.1016_j.electacta.2023.143053_extracted_structured
,,,,,,,,,,,,,0.25,77.0,,,,,0.0,1.0,,,800.0,10.1016_j.est.2022.105984_extracted_structured
821.4,,,,,,1.09,,,,,,,0.25,140.0,,,,,0.0,1.0,,,800.0,10.1016_j.est.2022.105984_extracted_structured
224.8,,,,,,1.33,,,,,,,0.25,124.8,,,,,0.0,1.0,,,800.0,10.1016_j.est.2022.105984_extracted_structured
711.6,0.82,,,,,1.15,,87.48,8.35,4.17,,,0.25,216.5,,,,,0.0,1.0,,,800.0,10.1016_j.est.2022.105984_extracted_structured
711.6,0.82,,,,,1.15,,87.48,8.35,4.17,,,,134.0,,,,,0.0,1.0,,,800.0,10.1016_j.est.2022.105984_extracted_structured
,,,,,,,,,,,,,,,,,,,0.0,1.0,,,700.0,10.1016_j.est.2022.105984_extracted_structured
,,,,,,,,,,,,,,,,,,,0.0,1.0,,,900.0,10.1016_j.est.2022.105984_extracted_structured
570.917,,,,,,0.94,,,,,,,1.0,210.0,1000.0,95.0,,,0.0,1.0,5.3,,700.0,10.1016_j.materresbull.2024.113017_extracted_structured
570.917,,,,,,0.94,,,,,,,2.0,185.0,1000.0,95.0,,,0.0,1.0,5.3,,700.0,10.1016_j.materresbull.2024.113017_extracted_structured
570.917,,,,,,0.94,,,,,,,3.0,180.0,1000.0,95.0,,,0.0,1.0,5.3,,700.0,10.1016_j.materresbull.2024.113017_extracted_structured
570.917,,,,,,0.94,,,,,,,4.0,175.0,1000.0,95.0,,,0.0,1.0,5.3,,700.0,10.1016_j.materresbull.2024.113017_extracted_structured
570.917,,,,,,0.94,,,,,,,5.0,168.75,1000.0,95.0,,,0.0,1.0,5.3,,700.0,10.1016_j.materresbull.2024.113017_extracted_structured
250.792,,,,,,0.9,,,,,,,1.0,27.5,,,,,0.0,1.0,,,800.0,10.1016_j.materresbull.2024.113017_extracted_structured
250.792,,,,,,0.9,,,,,,,2.0,25.0,,,,,0.0,1.0,,,800.0,10.1016_j.materresbull.2024.113017_extracted_structured
250.792,,,,,,0.9,,,,,,,3.0,22.5,,,,,0.0,1.0,,,800.0,10.1016_j.materresbull.2024.113017_extracted_structured
250.792,,,,,,0.9,,,,,,,4.0,25.0,,,,,0.0,1.0,,,800.0,10.1016_j.materresbull.2024.113017_extracted_structured
250.792,,,,,,0.9,,,,,,,5.0,25.0,,,,,0.0,1.0,,,800.0,10.1016_j.materresbull.2024.113017_extracted_structured
375.38,0.29,0.06,206.91,0.21,3.05,,,,,,,,0.5,226.0,,98.6,,,0.0,-1.0,0.085,3.406,700.0,10.1016_j.cej.2022.134952_extracted_structured
375.38,0.29,0.06,206.91,0.21,3.05,,,,,,,,10.0,76.0,,98.6,,,0.0,-1.0,0.085,3.406,700.0,10.1016_j.cej.2022.134952_extracted_structured
414.68,0.33,0.16,402.31,0.17,2.8,,,,,,,,0.5,241.2,,98.4,,,0.0,-1.0,0.0784,2.119,800.0,10.1016_j.cej.2022.134952_extracted_structured
414.68,0.33,0.16,402.31,0.17,2.8,,,,,,,,0.1,115.0,,98.4,,,0.0,-1.0,0.0784,2.119,800.0,10.1016_j.cej.2022.134952_extracted_structured
776.08,0.49,0.33,771.48,0.24,2.57,,,,,,,,0.5,105.0,,83.0,89.0,,0.0,-1.0,0.0591,4.021,900.0,10.1016_j.cej.2022.134952_extracted_structured
776.08,0.49,0.33,771.48,0.24,2.57,,,,,,,,0.1,89.0,,83.0,89.0,,0.0,-1.0,0.0591,4.021,900.0,10.1016_j.cej.2022.134952_extracted_structured
3058.8,1.51,,2293.0,,,,,,,,,,5.0,270.0,,,,,0.0,1.0,,,,10.1016_j.ensm.2018.08.004_extracted_structured
3058.8,1.51,,2293.0,,,,,,,,,,,,,,,,0.0,1.0,,,,10.1016_j.ensm.2018.08.004_extracted_structured
,,,2422.0,,,0.845,,,,,,,1.0,335.0,10000.0,93.2,,,0.0,1.0,,,,10.1016_j.ensm.2018.08.004_extracted_structured
