PCP_Specific Surface Area (BET)_value,PCP_Total Pore Volume_value,PCP_Micropore Volume_value,PCP_Micropore Specific Surface Area_value,PCP_Mesopore Volume_value,PCP_Average Pore Diameter_value,PCP_Degree of Graphitization (Raman ID_IG)_value,PCP_Interlayer Spacing (XRD d002)_value,PCP_Element Content_C_value,PCP_Element Content_N_value,PCP_Element Content_O_value,PCP_Element Content_H_value,PCP_Element Content_S_value,Electrochem_Specific Capacitance_condition_value,Electrochem_Specific Capacitance_value,Electrochem_Cycle Stability_Cycle Number_value,Electrochem_Cycle Stability_Capacity Retention_value,Electrochem_Energy Density_value,Electrochem_Power Density_value,Electrochem_Voltage Window_value_min,Electrochem_Voltage Window_value_max,Electrochem_ESR_value,Electrochem_Rct_value,Preparation_Carbonization Temperature_value,doi,Sample Name,evaluation_result,evaluation_reason
1032.0,0.5,0.46,,0.04,,1.0,,,,,,,0.5,191.0,,,,,-0.3,0.9,1.3,2.6,800.0,10.1016_j.jelechem.2024.118325_extracted_structured,cc-800-1,,
1032.0,0.5,0.46,,0.04,,1.0,,,,,,,,211.0,,,,,-0.3,0.9,1.3,2.6,800.0,10.1016_j.jelechem.2024.118325_extracted_structured,cc-800-1,F,提取的介孔体积为 0.04 cm³/g，但原文中对应样本 CC-800-1 的数据是 0.05 cm³/g（Table 1）。
1032.0,0.5,0.46,,0.04,,1.0,,,,,,,1.0,161.0,,,,,-0.3,0.9,1.3,2.6,800.0,10.1016_j.jelechem.2024.118325_extracted_structured,cc-800-1,,
1032.0,0.5,0.46,,0.04,,1.0,,,,,,,7.0,115.0,,,,,-0.3,0.9,1.3,2.6,800.0,10.1016_j.jelechem.2024.118325_extracted_structured,cc-800-1,,
1444.0,0.9,0.79,,0.18,,0.98,,,,,,,0.5,207.0,12000.0,93.0,6.43,148.0,0.0,1.2,1.28,1.13,800.0,10.1016_j.jelechem.2024.118325_extracted_structured,cc-800-3,F,提取的信息中，“PCP_Element Content_O_value”为null，但原文Table 2中明确提供了CC-800-3样品的氧含量数据：OTPD为8.4%，OXPS为9.0%。因此，该数据点不准确且不完整。其他数据点均准确对应原文。
1444.0,0.9,0.79,,0.18,,0.98,,,,,,,,226.0,12000.0,93.0,6.43,148.0,0.0,1.2,1.28,1.13,800.0,10.1016_j.jelechem.2024.118325_extracted_structured,cc-800-3,,
1444.0,0.9,0.79,,0.18,,0.98,,,,,,,1.0,169.0,12000.0,93.0,6.43,148.0,0.0,1.2,1.28,1.13,800.0,10.1016_j.jelechem.2024.118325_extracted_structured,cc-800-3,,
1444.0,0.9,0.79,,0.18,,0.98,,,,,,,7.0,136.0,12000.0,93.0,6.43,148.0,0.0,1.2,1.28,1.13,800.0,10.1016_j.jelechem.2024.118325_extracted_structured,cc-800-3,,
1633.0,0.83,0.76,,0.08,,0.88,,,,,,,0.5,222.0,,,,,-0.3,0.9,2.45,0.31,650.0,10.1016_j.jelechem.2024.118325_extracted_structured,cc-650-5,T,所有提取的数值、单位和材料名称均与原文完全对应。物理化学性质数据（如比表面积1633 m²/g、总孔体积0.83 cm³/g、微孔体积0.76 cm³/g、介孔体积0.08 cm³/g、石墨化程度ID/IG=0.88）均来自Table 1和Raman分析部分；电化学性质数据（如比电容222 F/g在0.5 mV/s条件下、电压窗口-0.3至0.9 V、ESR=2.45 Ω、Rct=0.31 Ω）均来自Table 3、Table 4及方法描述；制备温度650°C与样本命名'cc-650-5'和实验部分一致。缺失数据点（如微孔比表面积、平均孔径、元素含量、循环稳定性等）在原文中未提供，提取为null正确。无任何虚构或推断信息。
1633.0,0.83,0.76,,0.08,,0.88,,,,,,,,258.0,,,,,-0.3,0.9,2.45,0.31,650.0,10.1016_j.jelechem.2024.118325_extracted_structured,cc-650-5,,
1633.0,0.83,0.76,,0.08,,0.88,,,,,,,1.0,182.0,,,,,-0.3,0.9,2.45,0.31,650.0,10.1016_j.jelechem.2024.118325_extracted_structured,cc-650-5,,
1633.0,0.83,0.76,,0.08,,0.88,,,,,,,7.0,122.0,,,,,-0.3,0.9,2.45,0.31,650.0,10.1016_j.jelechem.2024.118325_extracted_structured,cc-650-5,T,"所有提取的数值、单位和材料名称均与原文完全对应。具体来说：1) 物理化学性质：比表面积(BET)1633.0 m²/g、总孔体积0.83 cm³/g、微孔体积0.76 cm³/g、石墨化程度(Raman ID/IG)0.88均来自Table 1和文本描述；微孔比表面积、平均孔径、XRD层间距、元素含量(C,N,O,H,S)原文未提及，null值正确。2) 电化学性质：比电容(7 A/g条件下)122.0 F/g、电压窗口(-0.3V至0.9V)、ESR 2.45 Ω、电荷转移电阻0.31 Ω均来自Table 4和文本；循环稳定性、能量密度、功率密度原文未针对CC-650-5提供，null值正确。3) 制备参数：碳化温度650.0°C与样本名称CC-650-5一致。所有数据均无混淆、虚构或推断，完整反映了原文信息。"
320.0,0.2,0.14,275.0,0.06,,1.05,,,,,,,1.0,75.0,,,,,0.0,1.0,,,800.0,10.1016_j.carbon.2020.07.017_extracted_structured,gc,T,"所有提取的数值、单位和材料名称均与原文完全对应。具体而言：1) 物理化学性质数据（如BET比表面积320 m²/g、总孔体积0.2 cm³/g、微孔体积0.14 cm³/g等）直接来自Table 1中GC样本的条目；2) 拉曼ID/IG比值1.05源自原文中'The relative band intensity ratio ID/IG of GC, AGC and DAGC were 1.05, 0.98 and 0.92, respectively'的明确陈述；3) 电化学比电容75 F/g在1 A/g电流密度下的值，对应原文中'From Fig. 5(b), the values of specific capacitance calculated for GC, AGC and DAGC at 1 A g⁻¹ are 75, 172 and 268 F g⁻¹, respectively'；4) 电压窗口0-1 V源自三电极系统测试条件'with potential window of 0–1 V'；5) 碳化温度800°C与原文'ginger derived carbon (GC) without any activation and doping was obtained by directly carbonizing at 800 °C'一致；6) 未提供的数据点（如平均孔径、元素含量、循环稳定性等）在原文中确实缺失，故null值正确。无任何虚构、混淆或推断信息。"
320.0,0.2,0.14,275.0,0.06,,1.05,,,,,,,0.2,206.0,,,,,0.0,1.0,,,800.0,10.1016_j.carbon.2020.07.017_extracted_structured,gc,F,"提取的比电容值（Electrochem_Specific Capacitance_value: 206.0 F g⁻¹）在条件 0.2 A g⁻¹ 下不准确。原文中，GC 样本在 1 A g⁻¹ 时的比电容为 75 F g⁻¹（见原文 'From Fig. 5(b), the values of specific capacitance calculated for GC, AGC and DAGC at 1 A g⁻¹ are 75, 172 and 268 F g⁻¹, respectively'），且未提供 GC 在 0.2 A g⁻¹ 时的数据。206.0 F g⁻¹ 实际对应 DAGC 样本在 1 M Na₂SO₄ 电解质中的对称电池性能（见原文 'Thus, it delivers maximum specific capacitance of 206 F g⁻¹ at current density of 0.2 A g⁻¹'），与 GC 无关。其他数据点（如物理化学性质、电压窗口、碳化温度）均准确且与原文匹配，缺失数据点（如元素含量、循环稳定性等）正确标记为 null。"
553.0,0.18,0.1,414.0,0.08,,0.98,,,,,,,1.0,172.0,10000.0,90.0,,,0.0,1.0,,7.6,800.0,10.1016_j.carbon.2020.07.017_extracted_structured,agc,T,所有提取的数值、单位和材料名称均与原文完全对应。具体支持如下：PCP_Specific Surface Area (BET)_value 553.0 m²/g 来自Table 1 AGC的SBET；PCP_Total Pore Volume_value 0.18 cm³/g 来自Table 1 AGC的Vtotal；PCP_Micropore Volume_value 0.1 cm³/g 来自Table 1 AGC的Vmicro；PCP_Micropore Specific Surface Area_value 414.0 m²/g 来自Table 1 AGC的Smicro；PCP_Mesopore Volume_value 0.08 cm³/g 来自Table 1 AGC的Vmeso；PCP_Degree of Graphitization (Raman ID/IG)_value 0.98 来自Raman部分AGC的ID/IG比值；Electrochem_Specific Capacitance_condition_value 1.0 A/g 和 Electrochem_Specific Capacitance_value 172.0 F/g 来自GCD部分AGC在1 A g⁻¹下的比电容；Electrochem_Cycle Stability_Cycle Number_value 10000.0 和 Electrochem_Cycle Stability_Capacity Retention_value 90.0% 来自循环稳定性部分AGC的10000次循环后90%电容保持率；Electrochem_Voltage Window_value_min 0.0 V 和 Electrochem_Voltage Window_value_max 1.0 V 来自三电极系统电位窗口描述；Electrochem_Rct_value 7.6 Ω 来自EIS部分AGC的电荷转移电阻；Preparation_Carbonization Temperature_value 800.0 °C 来自合成部分AGC的碳化温度；Sample Name 'agc' 对应AGC样本。缺失数据点（如null）均因原文未提及相关信息，符合完整性要求。
553.0,0.18,0.1,414.0,0.08,,0.98,,,,,,,0.2,244.0,10000.0,90.0,,,0.0,1.0,,7.6,800.0,10.1016_j.carbon.2020.07.017_extracted_structured,agc,T,所有提取的数值、单位和材料名称均与原文完全对应。具体包括：AGC的BET比表面积553 m²/g（Table 1）、总孔体积0.18 cm³/g（Table 1）、微孔体积0.1 cm³/g（Table 1）、微孔比表面积414 m²/g（Table 1）、介孔体积0.08 cm³/g（Table 1）、石墨化程度ID/IG 0.98（Raman部分）、比电容244 F/g在0.2 A/g条件下（对称电池部分）、循环稳定性10000次循环后容量保持率90%（对称电池部分）、电压窗口0-1 V（三电极和对称电池电解质部分）、Rct 7.6 Ω（EIS部分）、碳化温度800 °C（合成部分）。缺失数据点（如平均孔径、层间距、元素含量、能量密度、功率密度、ESR）在原文中未提供，提取为null符合完整性要求。
720.0,0.38,0.27,548.0,0.11,,0.92,,,,,,,0.3,456.0,10000.0,95.0,48.3,400.0,0.0,1.0,,4.2,800.0,10.1016_j.carbon.2020.07.017_extracted_structured,dagc,,
720.0,0.38,0.27,548.0,0.11,,0.92,,,,,,,1.0,268.0,10000.0,95.0,48.3,400.0,0.0,1.0,,4.2,800.0,10.1016_j.carbon.2020.07.017_extracted_structured,dagc,,
720.0,0.38,0.27,548.0,0.11,,0.92,,,,,,,0.2,348.0,10000.0,95.0,48.3,400.0,0.0,1.0,,4.2,800.0,10.1016_j.carbon.2020.07.017_extracted_structured,dagc,,
720.0,0.38,0.27,548.0,0.11,,0.92,,,,,,,0.2,206.0,10000.0,95.0,48.3,400.0,0.0,1.0,,4.2,800.0,10.1016_j.carbon.2020.07.017_extracted_structured,dagc,,
1044.1,0.62,0.43,808.26,0.19,2.41,0.98,,78.2,6.1,10.8,,,0.5,167.4,,,,,0.0,1.0,,,600.0,10.1016_j.asems.2024.100102_extracted_structured,stgpc-1,,
1641.98,0.91,0.62,1169.31,0.29,2.23,0.94,,86.7,3.6,9.6,,,0.5,325.5,3000.0,97.0,21.3,3390.0,0.0,1.0,,,720.0,10.1016_j.asems.2024.100102_extracted_structured,stgpc-2,,
1641.98,0.91,0.62,1169.31,0.29,2.23,0.94,,86.7,3.6,9.6,,,10.0,248.0,3000.0,97.0,21.3,3390.0,0.0,1.0,,,720.0,10.1016_j.asems.2024.100102_extracted_structured,stgpc-2,,
1314.6,0.82,0.4,754.63,0.42,2.53,0.91,,86.9,1.4,9.3,,,0.5,210.0,,,,,0.0,1.0,,,800.0,10.1016_j.asems.2024.100102_extracted_structured,stgpc-3,,
917.0,0.87,0.65,1122.0,0.22,,0.976,,95.9,,4.1,,,0.5,248.0,5000.0,71.8,,,0.0,0.8,1.15,,900.0,10.1016_j.jpowsour.2017.01.099_extracted_structured,catc,F,"提取的信息存在多处不准确或与原文不符：1) PCP_Micropore Volume_value 提取为 0.65，但原文 Table 1 中 CatC 的微孔体积应为 Vuμ-DFT (0.17 cm³ g⁻¹) + Vμ-DFT,0.7-2 (0.05 cm³ g⁻¹) = 0.22 cm³ g⁻¹，而 0.65 对应介孔体积 VM-DFT；2) PCP_Mesopore Volume_value 提取为 0.22，但原文 Table 1 中 CatC 的介孔体积 VM-DFT 为 0.65 cm³ g⁻¹，0.22 实际为微孔体积；3) PCP_Micropore Specific Surface Area_value 提取为 1122.0，但原文 Table 1 中 SDFT (1122 m² g⁻¹) 是总表面积，并非专门针对微孔，且原文未提供微孔比表面积的单独数据；4) Electrochem_Specific Capacitance_value 提取为 248.0，条件为 0.5 mV s⁻¹，但原文仅明确给出 PhC 和 GaC 在 0.5 mV s⁻¹ 的比电容（254 F g⁻¹ 和 277 F g⁻¹），未提供 CatC 的具体值，该数据缺乏直接文本支持。"
917.0,0.87,0.65,1122.0,0.22,,0.976,,95.9,,4.1,,,,100.0,5000.0,71.8,,,0.0,0.8,1.15,,900.0,10.1016_j.jpowsour.2017.01.099_extracted_structured,catc,F,"提取的信息存在多处不准确、缺失或与原文不符的情况：1) PCP_Micropore Volume_value 提取为0.65，但原文中CatC的微孔体积应为Vuμ-DFT (0.17 cm³ g⁻¹) 与 Vμ-DFT,0.7-2 (0.05 cm³ g⁻¹) 之和，即0.22 cm³ g⁻¹，而0.65是介孔体积(VM-DFT)；2) PCP_Micropore Specific Surface Area_value 提取为1122.0，但原文中SDFT (1122 m² g⁻¹) 是总表面积，并非专门微孔比表面积；3) PCP_Mesopore Volume_value 提取为0.22，但原文中CatC的介孔体积(VM-DFT)为0.65 cm³ g⁻¹；4) Electrochem_Specific Capacitance_value 提取为100.0，但原文中CatC的比电容在低扫描率下更高（如EIS测得183 F g⁻¹ at 1 mHz），100.0无直接依据；5) PCP_Element Content_N_value 和 PCP_Element Content_H_value 提取为null，但原文Table 2中CatC的Elemental Analysis显示N含量为0.2 wt.%、H含量为1.2 wt.%；6) Electrochem_Energy Density_value 提取为null，但原文中CatC在12 A g⁻¹时能量密度为4.2 W h kg⁻¹；7) Electrochem_Power Density_value 提取为null，但原文中CatC的功率密度有数据（如39.4 W kg⁻¹ at 0.1 A g⁻¹）。此外，样本名称'catc'对应原文'CatC'，但部分数值单位缺失（如比表面积、孔体积），虽数值匹配但未明确单位，不符合完整性要求。"
917.0,0.87,0.65,1122.0,0.22,,0.976,,95.9,,4.1,,,0.1,196.0,5000.0,71.8,,,0.0,0.8,1.15,,900.0,10.1016_j.jpowsour.2017.01.099_extracted_structured,catc,,
1006.0,1.32,1.15,1196.0,0.17,,0.955,,97.2,,2.8,,,0.5,273.0,5000.0,78.2,,,0.0,0.8,0.48,,900.0,10.1016_j.jpowsour.2017.01.099_extracted_structured,tanc,,
1006.0,1.32,1.15,1196.0,0.17,,0.955,,97.2,,2.8,,,,117.0,5000.0,78.2,,,0.0,0.8,0.48,,900.0,10.1016_j.jpowsour.2017.01.099_extracted_structured,tanc,,
1006.0,1.32,1.15,1196.0,0.17,,0.955,,97.2,,2.8,,,0.1,196.0,5000.0,78.2,,,0.0,0.8,0.48,,900.0,10.1016_j.jpowsour.2017.01.099_extracted_structured,tanc,,
503.0,0.325,0.155,391.0,0.17,3.811,0.92,0.371,80.23,1.4,18.37,,,5.0,250.0,,,,,0.0,0.8,,,600.0,10.1016_j.apsusc.2019.06.147_extracted_structured,j-600,,
503.0,0.325,0.155,391.0,0.17,3.811,0.92,0.371,80.23,1.4,18.37,,,1.3,114.0,,,,,0.0,0.8,,,600.0,10.1016_j.apsusc.2019.06.147_extracted_structured,j-600,F,"提取的 Mesopore Volume (0.17 cm³/g) 未在原文中直接提及，是通过总孔体积减微孔体积计算得出的推断，违反非虚构性要求；提取的 Degree of Graphitization (Raman ID/IG, 0.92) 未在原文中明确指定为 J-600 的具体值，原文仅提及 ID/IG 比值在 0.92 到 0.98 之间且随温度增加而增加，但未给出 J-600 的确切数据；提取的 ESR_value 和 Rct_value 为 null，但原文中明确提供了 J-600 的 Rs (0.58 Ω) 和 Rct (1.75 Ω) 值，信息缺失不完整。"
610.0,0.462,0.201,500.0,0.261,4.032,0.95,0.371,83.1,1.32,15.58,,,5.0,340.0,,,,,0.0,0.8,,,700.0,10.1016_j.apsusc.2019.06.147_extracted_structured,j-700,,
610.0,0.462,0.201,500.0,0.261,4.032,0.95,0.371,83.1,1.32,15.58,,,1.3,194.0,,,,,0.0,0.8,,,700.0,10.1016_j.apsusc.2019.06.147_extracted_structured,j-700,,
967.0,0.527,0.336,846.0,0.191,3.897,0.98,0.371,84.02,1.28,14.7,,,5.0,477.0,10000.0,96.0,10.8,,0.0,0.8,,,800.0,10.1016_j.apsusc.2019.06.147_extracted_structured,j-800,F,提取的 Mesopore Volume 值为 0.191 cm³/g，但原文中未直接提供该数值，仅通过 Total Pore Volume (0.527 cm³/g) 减去 Micropore Volume (0.336 cm³/g) 计算得出，违反非虚构性；Degree of Graphitization (Raman ID/IG) 提取为 0.98，但原文仅提及 ID/IG 比值范围在 0.92 到 0.98 之间，未指定 J-800 的确切值；Cycle Stability 提取为 10000 次循环和 96% 容量保持率，但这是针对器件（JCS 或 JRS）的性能数据，而样本名称为材料 'j-800'，不匹配；Power Density 提取为 null，但原文中 JCS 器件的功率密度为 694 W/kg，缺失；ESR 和 Rct 提取为 null，但原文中 J-800 的 Rs 为 0.55 Ω、Rct 为 1.05 Ω，缺失。
967.0,0.527,0.336,846.0,0.191,3.897,0.98,0.371,84.02,1.28,14.7,,,0.6,274.0,10000.0,96.0,10.8,,0.0,0.8,,,800.0,10.1016_j.apsusc.2019.06.147_extracted_structured,j-800,,
967.0,0.527,0.336,846.0,0.191,3.897,0.98,0.371,84.02,1.28,14.7,,,0.6,308.0,10000.0,96.0,10.8,,0.0,0.8,,,800.0,10.1016_j.apsusc.2019.06.147_extracted_structured,j-800,,
967.0,0.527,0.336,846.0,0.191,3.897,0.98,0.371,84.02,1.28,14.7,,,6.3,227.0,10000.0,96.0,10.8,,0.0,0.8,,,800.0,10.1016_j.apsusc.2019.06.147_extracted_structured,j-800,,
29.5,0.027,0.012,19.45,0.015,3.66,0.8,0.333,,,,,,,20.8,,,,,-0.2,1.0,1.93,,,10.1016_j.rsurfi.2023.100096_extracted_structured,bbc5,,
29.5,0.027,0.012,19.45,0.015,3.66,0.8,0.333,,,,,,0.001,15.0,,,,,-0.2,1.0,1.93,,,10.1016_j.rsurfi.2023.100096_extracted_structured,bbc5,,
29.5,0.027,0.012,19.45,0.015,3.66,0.8,0.333,,,,,,0.5,0.9,,,,,-0.2,1.0,1.93,,,10.1016_j.rsurfi.2023.100096_extracted_structured,bbc5,,
219.3,0.1104,0.026,122.85,0.0844,2.01,0.9,0.334,,,,,,,131.0,,,,,-0.2,1.0,1.93,,600.0,10.1016_j.rsurfi.2023.100096_extracted_structured,bbc6,F,提取的 ESR 值为 1.93 Ω，但原文 Table 3 中 BBC6 的 ESR 是 367 Ω；Rct 值提取为 null，但原文 Table 3 中 BBC6 的 Rct 是 369 Ω；电压窗口提取为 -0.2 到 1.0 V，但原文中该电压窗口仅针对 BBC8 明确提及（'potential window range of -0.2 to +1 V for 800 °C'），BBC6 没有直接支持。其他信息如比表面积、孔体积、拉曼 ID/IG、XRD d002、比电容等均准确对应原文 Table 2、Table 4 及相关描述，元素含量、循环稳定性、能量密度等缺失项正确提取为 null。
219.3,0.1104,0.026,122.85,0.0844,2.01,0.9,0.334,,,,,,1.0,120.0,,,,,-0.2,1.0,1.93,,600.0,10.1016_j.rsurfi.2023.100096_extracted_structured,bbc6,,
219.3,0.1104,0.026,122.85,0.0844,2.01,0.9,0.334,,,,,,0.5,2.13,,,,,-0.2,1.0,1.93,,600.0,10.1016_j.rsurfi.2023.100096_extracted_structured,bbc6,F,提取的以下信息不准确或缺失：1. Electrochem_Specific Capacitance_value: 2.13 和 Electrochem_Specific Capacitance_condition_value: 0.5 不准确，原文中该值（2.13 F g⁻¹ at 0.5 V s⁻¹）对应BBC8样本，而非BBC6；BBC6的比电容在Table 4中为120 F g⁻¹（CV法），但未指定扫描速率，且原文未提供BBC6在0.5 V s⁻¹下的具体值。2. Electrochem_ESR_value: 1.93 不准确，原文Table 3中BBC6的ESR为367 Ω，而1.93 Ω是其R_s（溶液电阻）值，标签混淆。3. Electrochem_Rct_value缺失，原文Table 3中BBC6的R_ct为369 Ω，但提取中为null。其他信息如元素含量、循环稳定性等null值正确，因原文未提供BBC6的相关数据。
712.1,0.3252,0.225,503.45,0.1002,1.82,0.7,0.335,,,,,,,253.0,,,,,-0.2,1.0,1.81,,700.0,10.1016_j.rsurfi.2023.100096_extracted_structured,bbc7,,
712.1,0.3252,0.225,503.45,0.1002,1.82,0.7,0.335,,,,,,0.001,211.0,,,,,-0.2,1.0,1.81,,700.0,10.1016_j.rsurfi.2023.100096_extracted_structured,bbc7,,
712.1,0.3252,0.225,503.45,0.1002,1.82,0.7,0.335,,,,,,0.5,2.13,,,,,-0.2,1.0,1.81,,700.0,10.1016_j.rsurfi.2023.100096_extracted_structured,bbc7,,
343.0,0.22,0.04,268.0,0.18,3.3,0.87,,,,,,,0.4,174.0,,,,,0.0,1.0,3.0,,600.0,10.1016_j.renene.2020.06.004_extracted_structured,sc6,,
692.0,0.4,0.25,491.0,0.15,4.0,1.01,,,,,,,0.4,398.0,,,,,0.0,1.0,2.4,3.7,700.0,10.1016_j.renene.2020.06.004_extracted_structured,sc7,,
692.0,0.4,0.25,491.0,0.15,4.0,1.01,,,,,,,4.0,180.0,,,,,0.0,1.0,2.4,3.7,700.0,10.1016_j.renene.2020.06.004_extracted_structured,sc7,F,提取的信息中，Electrochem_Cycle Stability_Cycle Number_value、Electrochem_Cycle Stability_Capacity Retention_value、Electrochem_Energy Density_value和Electrochem_Power_Density_value为null，但原文中明确提供了这些数据：循环稳定性为10000次循环后97%容量保持率（原文Fig. 6a及文本），能量密度为17 Wh kg⁻¹（在200 W kg⁻¹时，原文Fig. 6c及文本），功率密度为200 W kg⁻¹和3333 W kg⁻¹（原文Fig. 6c及文本）。这些项缺失，导致信息不完整且不准确。
692.0,0.4,0.25,491.0,0.15,4.0,1.01,,,,,,,0.1,124.0,,,,,0.0,1.0,2.4,3.7,700.0,10.1016_j.renene.2020.06.004_extracted_structured,sc7,,
692.0,0.4,0.25,491.0,0.15,4.0,1.01,,,,,,,0.1,97.0,,,,,0.0,1.0,2.4,3.7,700.0,10.1016_j.renene.2020.06.004_extracted_structured,sc7,F,提取的电压窗口为0.0-1.0 V，但原文中对应条件（中性电解液1M Na2SO4）的电压窗口是0-1.6 V；提取的循环稳定性和能量密度为null，但原文提供了具体值：循环稳定性为10000次循环后98.5%容量保持率，能量密度为13 Wh kg−1；其他数据点准确。
600.0,0.35,0.26,515.0,0.09,4.9,0.98,,,,,,,0.4,289.0,,,,,0.0,1.0,,5.0,800.0,10.1016_j.renene.2020.06.004_extracted_structured,sc8,,
364.7,0.46,0.07,133.9,0.39,,0.8,,,,,,,1.0,94.0,,,,,0.0,1.0,,,700.0,10.1016_j.diamond.2018.03.033_extracted_structured,opcns-0.5,,
418.7,0.49,0.07,135.8,0.42,,0.8,,86.5,,13.5,,,1.0,166.0,,,,,0.0,1.0,,,700.0,10.1016_j.diamond.2018.03.033_extracted_structured,opcns-1,,
418.7,0.49,0.07,135.8,0.42,,0.8,,86.5,,13.5,,,,132.0,,,,,0.0,1.0,,,700.0,10.1016_j.diamond.2018.03.033_extracted_structured,opcns-1,,
391.4,0.54,0.05,96.0,0.49,,0.8,,,,,,,1.0,125.0,,,,,0.0,1.0,1.3,1.1,700.0,10.1016_j.diamond.2018.03.033_extracted_structured,opcns-2,,
2209.0,1.3,0.9,1825.0,,2.4,1.0,,,3.92,,,,1.0,220.0,,,,,0.0,1.0,0.74,,700.0,10.1016_j.electacta.2017.01.194_extracted_structured,a-ncs-700,,
2209.0,1.3,0.9,1825.0,,2.4,1.0,,,3.92,,,,0.5,322.0,,,,,0.0,1.0,0.74,,700.0,10.1016_j.electacta.2017.01.194_extracted_structured,a-ncs-700,F,样本名称应为 'A-NCs-700' 而不是 'a-ncs-700'；比电容值 322.0 F g⁻¹ 在 0.5 A g⁻¹ 是针对 A-NCs-800 的，原文中 A-NCs-700 在 0.5 A g⁻¹ 的比电容未提供（原文仅给出 A-NCs-700 在 1 A g⁻¹ 时为 220 F g⁻¹）；电压窗口 min 0.0 和 max 1.0 未在原文中明确指定给 A-NCs-700（原文未量化 A-NCs-700 的电压窗口）。
723.0,0.364,0.241,,0.123,2.54,1.03,,89.3,0.3,10.4,,,0.5,271.4,,,,,0.0,1.0,0.37,0.59,600.0,10.1016_j.jiec.2023.08.045_extracted_structured,wac,,
1162.0,0.625,0.295,,0.33,2.63,1.05,,84.7,8.95,6.35,,,1.0,226.0,,,,,0.0,1.0,,,600.0,10.1016_j.jiec.2023.08.045_extracted_structured,n-wac,F,提取的信息中存在以下不准确或错误：1. 电化学比电容值 226.0 F/g 对应的是 NS-WAC 样本在 1 A/g 电流密度下的数据（原文 Fig. 6d 描述），但提取的样本名称为 'n-wac'（即 N-WAC），而原文中未提供 N-WAC 的具体比电容数值，因此该数据点与样本不匹配且无原文支撑；2. 电压窗口提取为 min 0.0 V、max 1.0 V，但原文中三电极系统的电压窗口明确为 -1 V 到 0 V（原文 'CV measurement was performed from −1 V to 0 V potential range' 和 'GCD measurements... in a potential range of −1 to 0 V'），数值错误。其他数据点（如比表面积、孔体积、元素含量等）均与原文 Table 1 和描述一致，null 值也合理（如微孔比表面积、层间距等原文未提及），但上述两项错误导致整体评估为 F。
1162.0,0.625,0.295,,0.33,2.63,1.05,,84.7,8.95,6.35,,,2.0,191.0,,,,,0.0,1.0,,,600.0,10.1016_j.jiec.2023.08.045_extracted_structured,n-wac,F,提取的比电容值 191.0 Fg⁻¹ 在条件 2.0 Ag⁻¹ 下不准确，因为原文中该值对应的是 NS-WAC 样本（在 Fig. 6e 和相关文本中明确给出 NS-WAC 在 2 Ag⁻¹ 时的比电容为 191 Fg⁻¹），但提取的样本名称是 'n-wac'（N-WAC），而原文未提供 N-WAC 的比电容数据。此外，提取的电压窗口 min: 0.0 V 和 max: 1.0 V 不准确，原文中三电极系统的电压窗口为 −1 V 到 0 V（在 'CV measurement was performed from −1 V to 0 V potential range' 和 'GCD measurements ... in a potential range of −1 to 0 V' 中明确说明）。其他数据点（如 BET 比表面积 1162.0 m²g⁻¹、总孔体积 0.625 cm³g⁻¹ 等）与原文 Table 1 中 N-WAC 的数据一致，但上述错误导致整体评估为 F。
1162.0,0.625,0.295,,0.33,2.63,1.05,,84.7,8.95,6.35,,,5.0,183.0,,,,,0.0,1.0,,,600.0,10.1016_j.jiec.2023.08.045_extracted_structured,n-wac,,
1162.0,0.625,0.295,,0.33,2.63,1.05,,84.7,8.95,6.35,,,10.0,171.0,,,,,0.0,1.0,,,600.0,10.1016_j.jiec.2023.08.045_extracted_structured,n-wac,,
1162.0,0.625,0.295,,0.33,2.63,1.05,,84.7,8.95,6.35,,,15.0,158.0,,,,,0.0,1.0,,,600.0,10.1016_j.jiec.2023.08.045_extracted_structured,n-wac,,
1725.0,1.143,0.452,,0.691,2.72,1.4,,81.56,9.21,6.86,,2.37,0.5,271.4,10000.0,91.8,23.4,250.0,0.0,1.0,0.37,0.59,600.0,10.1016_j.jiec.2023.08.045_extracted_structured,ns-wac,,
1725.0,1.143,0.452,,0.691,2.72,1.4,,81.56,9.21,6.86,,2.37,1.0,226.0,10000.0,91.8,23.4,250.0,0.0,1.0,0.37,0.59,600.0,10.1016_j.jiec.2023.08.045_extracted_structured,ns-wac,,
